Index,Value
1,82.8
2,72.0
3,64.8
4,57.6
5,61.2
6,57.6
7,54.0
8,61.2
9,61.2
10,79.2
11,82.8
12,90.0
13,104.4
14,126.0
15,136.8
16,140.4
17,140.4
18,165.6
19,162.0
20,162.0
21,172.8
22,180.0
23,162.0
24,162.0
25,165.6
26,147.6
27,151.2
28,144.0
29,140.4
30,126.0
31,122.4
32,126.0
33,111.6
34,118.8
35,129.6
36,122.4
37,126.0
38,144.0
39,140.4
40,147.6
41,144.0
42,154.8
43,129.6
44,122.4
45,136.8
46,115.2
47,100.8
48,97.2
49,93.6
50,82.8
51,64.8
52,61.2
53,57.6
54,57.6
55,57.6
56,61.2
57,64.8
58,79.2
59,79.2
60,100.8
61,97.2
62,118.8
63,126.0
64,133.2
65,136.8
66,147.6
67,144.0
68,172.8
69,169.2
70,172.8
71,154.8
72,165.6
73,151.2
74,129.6
75,140.4
76,140.4
77,136.8
78,133.2
79,129.6
80,133.2
81,129.6
82,126.0
83,129.6
84,126.0
85,133.2
86,147.6
87,147.6
88,147.6
89,151.2
90,136.8
91,154.8
92,140.4
93,129.6
94,122.4
95,115.2
96,97.2
97,90.0
98,75.6
99,75.6
100,68.4
101,57.6
102,57.6
103,64.8
104,57.6
105,75.6
106,79.2
107,82.8
108,104.4
109,115.2
110,122.4
111,133.2
112,129.6
113,144.0
114,162.0
115,158.4
116,154.8
117,169.2
118,165.6
119,162.0
120,162.0
121,154.8
122,162.0
123,154.8
124,147.6
125,140.4
126,136.8
127,126.0
128,133.2
129,133.2
130,136.8
131,136.8
132,140.4
133,129.6
134,140.4
135,129.6
136,144.0
137,151.2
138,140.4
139,140.4
140,122.4
141,126.0
142,108.0
143,111.6
144,100.8
145,90.0
146,79.2
147,64.8
148,68.4
149,57.6
150,57.6
151,61.2
152,64.8
153,61.2
154,79.2
155,93.6
156,97.2
157,111.6
158,122.4
159,136.8
160,118.8
161,154.8
162,165.6
163,154.8
164,165.6
165,158.4
166,176.4
167,187.2
168,154.8
169,147.6
170,140.4
171,129.6
172,140.4
173,140.4
174,129.6
175,129.6
176,129.6
177,133.2
178,133.2
179,136.8
180,133.2
181,144.0
182,158.4
183,154.8
184,140.4
185,151.2
186,151.2
187,147.6
188,147.6
189,126.0
190,111.6
191,118.8
192,100.8
193,93.6
194,72.0
195,72.0
196,64.8
197,68.4
198,57.6
199,61.2
200,64.8
201,68.4
202,79.2
203,93.6
204,111.6
205,140.4
206,140.4
207,140.4
208,158.4
209,172.8
210,190.8
211,187.2
212,190.8
213,183.6
214,190.8
215,176.4
216,187.2
217,169.2
218,154.8
219,147.6
220,144.0
221,136.8
222,144.0
223,133.2
224,144.0
225,133.2
226,140.4
227,140.4
228,154.8
229,158.4
230,144.0
231,147.6
232,144.0
233,144.0
234,147.6
235,133.2
236,115.2
237,129.6
238,118.8
239,115.2
240,104.4
241,104.4
242,90.0
243,82.8
244,79.2
245,72.0
246,68.4
247,61.2
248,64.8
249,68.4
250,64.8
251,75.6
252,79.2
253,90.0
254,93.6
255,100.8
256,111.6
257,129.6
258,136.8
259,133.2
260,154.8
261,154.8
262,162.0
263,165.6
264,158.4
265,151.2
266,158.4
267,147.6
268,151.2
269,144.0
270,129.6
271,151.2
272,136.8
273,144.0
274,151.2
275,140.4
276,151.2
277,140.4
278,133.2
279,147.6
280,144.0
281,140.4
282,140.4
283,111.6
284,111.6
285,111.6
286,104.4
287,104.4
288,93.6
289,93.6
290,82.8
291,82.8
292,64.8
293,72.0
294,64.8
295,68.4
296,68.4
297,61.2
298,64.8
299,68.4
300,75.6
301,75.6
302,82.8
303,86.4
304,100.8
305,118.8
306,111.6
307,126.0
308,136.8
309,144.0
310,144.0
311,136.8
312,151.2
313,151.2
314,151.2
315,147.6
316,126.0
317,129.6
318,126.0
319,140.4
320,126.0
321,115.2
322,129.6
323,140.4
324,140.4
325,129.6
326,129.6
327,147.6
328,140.4
329,147.6
330,133.2
331,126.0
332,136.8
333,118.8
334,111.6
335,97.2
336,93.6
337,79.2
338,82.8
339,68.4
340,64.8
341,57.6
342,61.2
343,57.6
344,61.2
345,68.4
346,75.6
347,82.8
348,90.0
349,104.4
350,104.4
351,118.8
352,144.0
353,136.8
354,165.6
355,165.6
356,158.4
357,162.0
358,162.0
359,194.4
360,158.4
361,162.0
362,154.8
363,126.0
364,140.4
365,133.2
366,126.0
367,122.4
368,115.2
369,118.8
370,118.8
371,122.4
372,129.6
373,140.4
374,140.4
375,144.0
376,154.8
377,162.0
378,140.4
379,154.8
380,136.8
381,133.2
382,122.4
383,111.6
384,100.8
385,90.0
386,79.2
387,72.0
388,68.4
389,68.4
390,57.6
391,57.6
392,61.2
393,75.6
394,75.6
395,82.8
396,93.6
397,100.8
398,118.8
399,122.4
400,136.8
401,154.8
402,151.2
403,147.6
404,158.4
405,169.2
406,165.6
407,154.8
408,176.4
409,154.8
410,154.8
411,144.0
412,147.6
413,147.6
414,122.4
415,122.4
416,118.8
417,126.0
418,136.8
419,136.8
420,122.4
421,136.8
422,144.0
423,147.6
424,165.6
425,162.0
426,165.6
427,140.4
428,144.0
429,133.2
430,133.2
431,104.4
432,104.4
433,90.0
434,79.2
435,72.0
436,64.8
437,57.6
438,57.6
439,64.8
440,64.8
441,72.0
442,82.8
443,79.2
444,97.2
445,100.8
446,115.2
447,144.0
448,147.6
449,147.6
450,147.6
451,165.6
452,165.6
453,165.6
454,158.4
455,165.6
456,162.0
457,165.6
458,144.0
459,158.4
460,147.6
461,140.4
462,140.4
463,129.6
464,129.6
465,136.8
466,147.6
467,140.4
468,136.8
469,140.4
470,147.6
471,147.6
472,158.4
473,154.8
474,162.0
475,140.4
476,133.2
477,136.8
478,122.4
479,111.6
480,100.8
481,93.6
482,79.2
483,75.6
484,68.4
485,61.2
486,61.2
487,61.2
488,64.8
489,68.4
490,72.0
491,93.6
492,93.6
493,104.4
494,115.2
495,129.6
496,144.0
497,165.6
498,158.4
499,169.2
500,165.6
501,172.8
502,162.0
503,165.6
504,151.2
505,154.8
506,140.4
507,144.0
508,144.0
509,136.8
510,122.4
511,129.6
512,133.2
513,140.4
514,126.0
515,151.2
516,133.2
517,144.0
518,140.4
519,151.2
520,140.4
521,151.2
522,133.2
523,144.0
524,129.6
525,126.0
526,133.2
527,115.2
528,104.4
529,86.4
530,90.0
531,72.0
532,64.8
533,64.8
534,64.8
535,68.4
536,64.8
537,68.4
538,90.0
539,90.0
540,115.2
541,122.4
542,136.8
543,158.4
544,162.0
545,154.8
546,190.8
547,187.2
548,194.4
549,190.8
550,176.4
551,172.8
552,187.2
553,169.2
554,140.4
555,158.4
556,154.8
557,133.2
558,144.0
559,140.4
560,151.2
561,144.0
562,147.6
563,144.0
564,136.8
565,147.6
566,147.6
567,154.8
568,151.2
569,151.2
570,140.4
571,126.0
572,147.6
573,122.4
574,115.2
575,118.8
576,100.8
577,104.4
578,86.4
579,82.8
580,72.0
581,72.0
582,64.8
583,61.2
584,68.4
585,64.8
586,64.8
587,68.4
588,82.8
589,90.0
590,97.2
591,111.6
592,136.8
593,140.4
594,140.4
595,158.4
596,158.4
597,165.6
598,162.0
599,176.4
600,147.6
601,154.8
602,151.2
603,136.8
604,158.4
605,151.2
606,144.0
607,147.6
608,147.6
609,144.0
610,147.6
611,147.6
612,144.0
613,140.4
614,144.0
615,129.6
616,147.6
617,144.0
618,129.6
619,122.4
620,129.6
621,115.2
622,115.2
623,108.0
624,93.6
625,97.2
626,82.8
627,75.6
628,79.2
629,68.4
630,72.0
631,64.8
632,68.4
633,64.8
634,68.4
635,68.4
636,72.0
637,82.8
638,86.4
639,97.2
640,93.6
641,108.0
642,122.4
643,129.6
644,136.8
645,162.0
646,129.6
647,140.4
648,144.0
649,147.6
650,144.0
651,140.4
652,147.6
653,136.8
654,151.2
655,129.6
656,136.8
657,122.4
658,129.6
659,129.6
660,136.8
661,129.6
662,151.2
663,136.8
664,144.0
665,151.2
666,140.4
667,129.6
668,122.4
669,122.4
670,108.0
671,108.0
672,100.8
673,82.8
674,75.6
675,68.4
676,61.2
677,57.6
678,54.0
679,57.6
680,57.6
681,68.4
682,75.6
683,79.2
684,93.6
685,104.4
686,122.4
687,129.6
688,140.4
689,165.6
690,165.6
691,158.4
692,176.4
693,180.0
694,187.2
695,162.0
696,169.2
697,165.6
698,154.8
699,151.2
700,154.8
701,133.2
702,122.4
703,118.8
704,129.6
705,115.2
706,129.6
707,122.4
708,136.8
709,126.0
710,140.4
711,144.0
712,144.0
713,162.0
714,151.2
715,126.0
716,136.8
717,144.0
718,129.6
719,115.2
720,100.8
721,82.8
722,79.2
723,72.0
724,61.2
725,68.4
726,64.8
727,54.0
728,57.6
729,64.8
730,75.6
731,82.8
732,90.0
733,108.0
734,126.0
735,118.8
