Index,Value
1,133.2
2,126.0
3,115.2
4,100.8
5,86.4
6,93.6
7,100.8
8,104.4
9,104.4
10,115.2
11,136.8
12,147.6
13,183.6
14,187.2
15,201.6
16,226.8
17,237.6
18,237.6
19,291.6
20,291.6
21,284.4
22,262.8
23,266.4
24,270.0
25,248.4
26,255.6
27,241.2
28,216.0
29,212.4
30,205.2
31,201.6
32,176.4
33,176.4
34,180.0
35,180.0
36,190.8
37,208.8
38,208.8
39,216.0
40,219.6
41,255.6
42,208.8
43,205.2
44,234.0
45,201.6
46,205.2
47,169.2
48,154.8
49,147.6
50,126.0
51,126.0
52,108.0
53,93.6
54,100.8
55,90.0
56,93.6
57,108.0
58,115.2
59,147.6
60,147.6
61,180.0
62,190.8
63,212.4
64,226.8
65,212.4
66,262.8
67,288.0
68,259.2
69,280.8
70,277.2
71,248.4
72,248.4
73,259.2
74,234.0
75,212.4
76,212.4
77,201.6
78,208.8
79,201.6
80,201.6
81,201.6
82,205.2
83,223.2
84,208.8
85,226.8
86,208.8
87,230.4
88,230.4
89,223.2
90,230.4
91,237.6
92,230.4
93,194.4
94,198.0
95,172.8
96,162.0
97,147.6
98,126.0
99,100.8
100,100.8
101,93.6
102,86.4
103,104.4
104,97.2
105,115.2
106,126.0
107,140.4
108,151.2
109,172.8
110,183.6
111,226.8
112,216.0
113,226.8
114,244.8
115,255.6
116,262.8
117,252.0
118,262.8
119,273.6
120,262.8
121,255.6
122,230.4
123,237.6
124,230.4
125,198.0
126,208.8
127,219.6
128,205.2
129,194.4
130,194.4
131,219.6
132,205.2
133,208.8
134,223.2
135,226.8
136,219.6
137,216.0
138,219.6
139,219.6
140,187.2
141,201.6
142,187.2
143,151.2
144,158.4
145,144.0
146,122.4
147,118.8
148,104.4
149,100.8
150,93.6
151,97.2
152,100.8
153,108.0
154,129.6
155,144.0
156,158.4
157,183.6
158,187.2
159,198.0
160,226.8
161,252.0
162,270.0
163,234.0
164,259.2
165,270.0
166,255.6
167,259.2
168,248.4
169,219.6
170,266.4
171,212.4
172,230.4
173,198.0
174,201.6
175,212.4
176,198.0
177,198.0
178,208.8
179,208.8
180,194.4
181,212.4
182,219.6
183,237.6
184,234.0
185,212.4
186,219.6
187,212.4
188,205.2
189,194.4
190,169.2
191,176.4
192,172.8
193,144.0
194,118.8
195,118.8
196,104.4
197,100.8
198,93.6
199,100.8
200,115.2
201,133.2
202,133.2
203,147.6
204,162.0
205,201.6
206,248.4
207,219.6
208,241.2
209,273.6
210,284.4
211,284.4
212,298.8
213,295.2
214,280.8
215,273.6
216,291.6
217,259.2
218,237.6
219,259.2
220,241.2
221,237.6
222,234.0
223,234.0
224,198.0
225,234.0
226,198.0
227,219.6
228,223.2
229,205.2
230,241.2
231,212.4
232,201.6
233,216.0
234,216.0
235,187.2
236,208.8
237,180.0
238,201.6
239,158.4
240,169.2
241,151.2
242,136.8
243,122.4
244,111.6
245,115.2
246,108.0
247,93.6
248,93.6
249,93.6
250,122.4
251,129.6
252,122.4
253,144.0
254,165.6
255,190.8
256,187.2
257,212.4
258,230.4
259,234.0
260,237.6
261,237.6
262,262.8
263,262.8
264,234.0
265,244.8
266,237.6
267,241.2
268,230.4
269,223.2
270,212.4
271,223.2
272,223.2
273,219.6
274,216.0
275,237.6
276,219.6
277,226.8
278,208.8
279,216.0
280,187.2
281,198.0
282,201.6
283,201.6
284,172.8
285,176.4
286,172.8
287,158.4
288,147.6
289,133.2
290,133.2
291,129.6
292,115.2
293,111.6
294,104.4
295,100.8
296,104.4
297,100.8
298,104.4
299,104.4
300,115.2
301,129.6
302,136.8
303,162.0
304,169.2
305,162.0
306,187.2
307,205.2
308,223.2
309,237.6
310,216.0
311,237.6
312,234.0
313,230.4
314,223.2
315,219.6
316,212.4
317,208.8
318,208.8
319,201.6
320,212.4
321,198.0
322,183.6
323,194.4
324,183.6
325,201.6
326,216.0
327,216.0
328,230.4
329,208.8
330,208.8
331,198.0
332,190.8
333,190.8
334,183.6
335,154.8
336,147.6
337,129.6
338,126.0
339,118.8
340,104.4
341,82.8
342,86.4
343,90.0
344,93.6
345,104.4
346,118.8
347,147.6
348,151.2
349,180.0
350,198.0
351,201.6
352,223.2
353,208.8
354,226.8
355,266.4
356,270.0
357,295.2
358,280.8
359,266.4
360,252.0
361,270.0
362,252.0
363,223.2
364,219.6
365,198.0
366,212.4
367,219.6
368,172.8
369,183.6
370,198.0
371,183.6
372,180.0
373,194.4
374,223.2
375,234.0
376,223.2
377,237.6
378,212.4
379,223.2
380,201.6
381,198.0
382,183.6
383,187.2
384,165.6
385,144.0
386,129.6
387,108.0
388,104.4
389,97.2
390,93.6
391,97.2
392,104.4
393,118.8
394,122.4
395,129.6
396,144.0
397,169.2
398,180.0
399,198.0
400,234.0
401,255.6
402,259.2
403,259.2
404,248.4
405,248.4
406,270.0
407,252.0
408,262.8
409,259.2
410,234.0
411,205.2
412,226.8
413,205.2
414,190.8
415,190.8
416,190.8
417,198.0
418,219.6
419,208.8
420,205.2
421,223.2
422,234.0
423,241.2
424,259.2
425,234.0
426,241.2
427,234.0
428,216.0
429,190.8
430,187.2
431,162.0
432,162.0
433,140.4
434,129.6
435,118.8
436,104.4
437,100.8
438,90.0
439,100.8
440,108.0
441,111.6
442,126.0
443,140.4
444,154.8
445,180.0
446,201.6
447,201.6
448,223.2
449,241.2
450,226.8
451,255.6
452,273.6
453,273.6
454,277.2
455,248.4
456,244.8
457,248.4
458,255.6
459,248.4
460,219.6
461,230.4
462,212.4
463,219.6
464,208.8
465,201.6
466,190.8
467,230.4
468,226.8
469,208.8
470,230.4
471,234.0
472,230.4
473,230.4
474,216.0
475,208.8
476,201.6
477,194.4
478,180.0
479,165.6
480,154.8
481,140.4
482,122.4
483,115.2
484,97.2
485,100.8
486,97.2
487,97.2
488,104.4
489,115.2
490,126.0
491,140.4
492,144.0
493,183.6
494,194.4
495,212.4
496,223.2
497,241.2
498,266.4
