Index,Value
1,43.2
2,39.6
3,32.4
4,28.8
5,28.8
6,25.2
7,28.8
8,28.8
9,32.4
10,36.0
11,46.8
12,50.4
13,57.6
14,68.4
15,75.6
16,79.2
17,90.0
18,93.6
19,93.6
20,100.8
21,111.6
22,97.2
23,86.4
24,97.2
25,97.2
26,82.8
27,82.8
28,75.6
29,75.6
30,75.6
31,75.6
32,68.4
33,68.4
34,64.8
35,72.0
36,68.4
37,75.6
38,79.2
39,79.2
40,75.6
41,79.2
42,75.6
43,79.2
44,72.0
45,72.0
46,75.6
47,57.6
48,50.4
49,46.8
50,43.2
51,36.0
52,32.4
53,25.2
54,28.8
55,28.8
56,28.8
57,32.4
58,39.6
59,46.8
60,46.8
61,57.6
62,61.2
63,75.6
64,82.8
65,82.8
66,82.8
67,93.6
68,97.2
69,97.2
70,93.6
71,100.8
72,90.0
73,82.8
74,79.2
75,79.2
76,82.8
77,72.0
78,72.0
79,75.6
80,72.0
81,68.4
82,72.0
83,75.6
84,75.6
85,79.2
86,82.8
87,75.6
88,86.4
89,90.0
90,82.8
91,82.8
92,75.6
93,64.8
94,64.8
95,61.2
96,50.4
97,46.8
98,39.6
99,36.0
100,28.8
101,28.8
102,28.8
103,28.8
104,25.2
105,32.4
106,43.2
107,46.8
108,46.8
109,61.2
110,61.2
111,72.0
112,72.0
113,79.2
114,82.8
115,86.4
116,90.0
117,93.6
118,93.6
119,97.2
120,90.0
121,90.0
122,97.2
123,82.8
124,82.8
125,75.6
126,75.6
127,72.0
128,75.6
129,75.6
130,75.6
131,72.0
132,75.6
133,75.6
134,79.2
135,82.8
136,82.8
137,75.6
138,72.0
139,79.2
140,90.0
141,72.0
142,61.2
143,64.8
144,57.6
145,50.4
146,43.2
147,36.0
148,28.8
149,28.8
150,28.8
151,25.2
152,28.8
153,36.0
154,36.0
155,43.2
156,54.0
157,61.2
158,75.6
159,82.8
160,86.4
161,82.8
162,86.4
163,86.4
164,97.2
165,86.4
166,93.6
167,97.2
168,86.4
169,86.4
170,79.2
171,75.6
172,79.2
173,79.2
174,68.4
175,72.0
176,79.2
177,75.6
178,75.6
179,75.6
180,75.6
181,82.8
182,82.8
183,82.8
184,82.8
185,86.4
186,75.6
187,72.0
188,82.8
189,64.8
190,64.8
191,68.4
192,54.0
193,46.8
194,46.8
195,36.0
196,36.0
197,32.4
198,28.8
199,28.8
200,28.8
201,32.4
202,43.2
203,50.4
204,57.6
205,64.8
206,72.0
207,82.8
208,86.4
209,100.8
210,111.6
211,104.4
212,97.2
213,104.4
214,100.8
215,111.6
216,93.6
217,100.8
218,86.4
219,97.2
220,79.2
221,75.6
222,75.6
223,75.6
224,72.0
225,79.2
226,75.6
227,79.2
228,79.2
229,79.2
230,86.4
231,75.6
232,79.2
233,79.2
234,75.6
235,75.6
236,68.4
237,72.0
238,68.4
239,64.8
240,54.0
241,50.4
242,46.8
243,43.2
244,39.6
