Index,Value
1,97.2
2,86.4
3,75.6
4,68.4
5,61.2
6,54.0
7,57.6
8,64.8
9,72.0
10,79.2
11,93.6
12,108.0
13,115.2
14,122.4
15,151.2
16,176.4
17,183.6
18,198.0
19,194.4
20,205.2
21,208.8
22,198.0
23,205.2
24,194.4
25,169.2
26,176.4
27,169.2
28,147.6
29,151.2
30,162.0
31,136.8
32,144.0
33,136.8
34,144.0
35,136.8
36,144.0
37,154.8
38,162.0
39,154.8
40,165.6
41,151.2
42,172.8
43,165.6
44,162.0
45,140.4
46,133.2
47,126.0
48,118.8
49,111.6
50,86.4
51,86.4
52,75.6
53,57.6
54,57.6
55,57.6
56,57.6
57,68.4
58,79.2
59,82.8
60,97.2
61,111.6
62,126.0
63,140.4
64,144.0
65,172.8
66,176.4
67,190.8
68,176.4
69,198.0
70,187.2
71,187.2
72,187.2
73,183.6
74,176.4
75,165.6
76,151.2
77,140.4
78,140.4
79,136.8
80,140.4
81,144.0
82,147.6
83,147.6
84,158.4
85,151.2
86,169.2
87,172.8
88,180.0
89,172.8
90,162.0
91,162.0
92,151.2
93,144.0
94,151.2
95,136.8
96,104.4
97,97.2
98,90.0
99,82.8
100,72.0
101,61.2
102,57.6
103,61.2
104,64.8
105,72.0
106,79.2
107,108.0
108,104.4
109,118.8
110,151.2
111,154.8
112,162.0
113,158.4
114,194.4
115,180.0
116,194.4
117,187.2
118,198.0
119,180.0
120,180.0
121,180.0
122,180.0
123,165.6
124,172.8
125,162.0
126,144.0
127,144.0
128,165.6
129,158.4
130,162.0
131,162.0
132,151.2
133,158.4
134,169.2
135,165.6
136,172.8
137,183.6
138,154.8
139,162.0
140,140.4
141,140.4
142,140.4
143,126.0
144,108.0
145,93.6
146,82.8
147,75.6
148,72.0
149,64.8
150,57.6
151,57.6
152,68.4
153,72.0
154,86.4
155,93.6
156,97.2
157,115.2
158,136.8
159,154.8
160,176.4
161,176.4
162,187.2
163,180.0
164,194.4
165,187.2
166,183.6
167,176.4
168,162.0
169,176.4
170,158.4
171,151.2
172,151.2
173,151.2
174,144.0
175,140.4
176,133.2
177,126.0
178,144.0
179,151.2
180,151.2
181,162.0
182,165.6
183,158.4
184,176.4
185,180.0
186,158.4
187,154.8
188,140.4
189,162.0
190,147.6
191,115.2
192,122.4
193,100.8
194,93.6
195,75.6
196,64.8
197,68.4
198,68.4
199,50.4
200,72.0
201,79.2
202,86.4
203,104.4
204,122.4
205,133.2
206,158.4
207,183.6
208,190.8
209,201.6
210,205.2
211,216.0
212,205.2
213,234.0
214,216.0
215,205.2
216,201.6
217,190.8
218,201.6
219,180.0
220,176.4
221,172.8
222,151.2
223,158.4
224,162.0
225,140.4
226,147.6
227,165.6
228,169.2
229,147.6
230,169.2
231,162.0
232,169.2
233,151.2
234,165.6
235,151.2
236,162.0
237,154.8
238,129.6
239,115.2
240,115.2
241,111.6
242,97.2
243,79.2
244,82.8
245,75.6
246,72.0
247,64.8
248,64.8
249,72.0
250,75.6
251,86.4
252,86.4
253,97.2
254,108.0
255,126.0
256,140.4
257,140.4
258,162.0
259,172.8
260,187.2
261,169.2
262,176.4
263,180.0
264,183.6
265,176.4
266,162.0
267,172.8
268,165.6
269,172.8
270,169.2
271,158.4
272,144.0
273,158.4
274,154.8
