Index,Value
1,57.6
2,57.6
3,46.8
4,46.8
5,43.2
6,43.2
7,43.2
8,43.2
9,50.4
10,54.0
11,64.8
12,68.4
13,75.6
14,79.2
15,97.2
16,100.8
17,111.6
18,122.4
19,115.2
20,133.2
21,129.6
22,136.8
23,136.8
24,126.0
25,118.8
26,108.0
27,108.0
28,115.2
29,97.2
30,97.2
31,82.8
32,86.4
33,93.6
34,93.6
35,90.0
36,97.2
37,104.4
38,104.4
39,108.0
40,100.8
41,118.8
42,104.4
43,104.4
44,100.8
45,100.8
46,97.2
47,82.8
48,79.2
49,61.2
50,57.6
51,50.4
52,46.8
53,43.2
54,43.2
55,39.6
56,46.8
57,50.4
58,57.6
59,68.4
60,72.0
61,72.0
62,90.0
63,97.2
64,93.6
65,100.8
66,111.6
67,115.2
68,133.2
69,122.4
70,122.4
71,126.0
72,115.2
73,115.2
74,111.6
75,100.8
76,104.4
77,100.8
78,93.6
79,86.4
80,93.6
81,104.4
82,93.6
83,93.6
84,97.2
85,100.8
86,118.8
87,108.0
88,118.8
89,118.8
90,111.6
91,111.6
92,108.0
93,97.2
94,108.0
95,82.8
96,72.0
97,75.6
98,57.6
99,54.0
100,50.4
101,43.2
102,39.6
103,43.2
104,39.6
105,50.4
106,57.6
107,68.4
108,82.8
109,86.4
110,97.2
111,100.8
112,108.0
113,111.6
114,126.0
115,126.0
116,129.6
117,126.0
118,126.0
119,129.6
120,126.0
121,115.2
122,122.4
123,111.6
124,111.6
125,111.6
126,108.0
127,93.6
128,93.6
129,104.4
130,97.2
131,97.2
132,97.2
133,108.0
134,111.6
135,115.2
136,97.2
137,111.6
138,104.4
139,111.6
140,97.2
141,108.0
142,90.0
143,79.2
144,72.0
145,68.4
146,61.2
147,57.6
148,46.8
149,43.2
150,46.8
151,43.2
152,43.2
153,50.4
154,61.2
155,68.4
156,86.4
157,86.4
158,93.6
159,108.0
160,104.4
161,111.6
162,115.2
163,122.4
164,118.8
165,118.8
166,118.8
167,126.0
168,122.4
169,111.6
170,104.4
171,104.4
172,108.0
173,93.6
174,90.0
175,100.8
176,93.6
177,93.6
178,97.2
179,111.6
180,100.8
181,100.8
182,104.4
183,115.2
184,100.8
185,108.0
186,100.8
187,115.2
188,108.0
189,97.2
190,82.8
191,82.8
192,75.6
193,64.8
194,61.2
195,54.0
196,54.0
197,46.8
198,43.2
199,50.4
200,46.8
201,57.6
202,61.2
203,68.4
204,75.6
205,86.4
206,108.0
207,118.8
208,108.0
209,129.6
210,151.2
211,129.6
212,133.2
213,140.4
214,144.0
215,133.2
