Index,Value
1,223.2
2,208.8
3,187.2
4,165.6
5,151.2
6,154.8
7,162.0
8,169.2
9,172.8
10,190.8
11,223.2
12,248.4
13,298.8
14,309.6
15,338.4
16,381.6
17,406.8
18,424.8
19,468.0
20,478.8
21,475.2
22,471.6
23,471.6
24,453.6
25,428.4
26,424.8
27,410.4
28,381.6
29,356.4
30,352.8
31,334.8
32,309.6
33,316.8
34,324.0
35,320.4
36,334.8
37,374.4
38,367.2
39,385.2
40,381.6
41,428.4
42,381.6
43,367.2
44,381.6
45,345.6
46,345.6
47,291.6
48,266.4
49,244.8
50,212.4
51,198.0
52,169.2
53,154.8
54,154.8
55,147.6
56,154.8
57,176.4
58,194.4
59,241.2
60,255.6
61,288.0
62,320.4
63,356.4
64,374.4
65,378.0
66,432.0
67,464.4
68,446.4
69,464.4
70,464.4
71,435.6
72,424.8
73,435.6
74,399.6
75,378.0
76,378.0
77,356.4
78,360.0
79,342.0
80,352.8
81,349.2
82,352.8
83,370.8
84,374.4
85,388.8
86,385.2
87,396.0
88,414.0
89,403.2
90,399.6
91,410.4
92,392.4
93,338.4
94,349.2
95,313.2
96,270.0
97,248.4
98,205.2
99,183.6
100,172.8
101,154.8
102,144.0
103,162.0
104,158.4
105,187.2
106,212.4
107,237.6
108,270.0
109,295.2
110,324.0
111,370.8
112,374.4
113,396.0
114,435.6
115,439.2
116,453.6
117,446.4
118,460.8
119,468.0
120,450.0
121,432.0
122,406.8
123,417.6
124,399.6
125,367.2
126,370.8
127,370.8
128,349.2
129,345.6
130,349.2
131,370.8
132,360.0
133,385.2
134,399.6
135,399.6
136,392.4
137,388.8
138,381.6
139,385.2
140,349.2
141,360.0
142,320.4
143,273.6
144,277.2
145,248.4
146,212.4
147,201.6
148,169.2
149,165.6
150,151.2
151,158.4
152,162.0
153,176.4
154,216.0
155,237.6
156,270.0
157,306.0
158,327.6
159,352.8
160,399.6
161,421.2
162,446.4
163,421.2
164,442.8
165,446.4
166,446.4
167,442.8
168,428.4
169,399.6
170,421.2
171,378.0
172,388.8
173,349.2
174,356.4
175,356.4
176,345.6
177,334.8
178,360.0
179,378.0
180,349.2
181,363.6
182,381.6
183,406.8
184,385.2
185,385.2
186,385.2
187,381.6
188,363.6
189,342.0
190,309.6
191,306.0
192,288.0
193,244.8
194,208.8
195,194.4
196,183.6
197,165.6
198,154.8
199,165.6
200,183.6
201,208.8
202,216.0
203,255.6
204,273.6
205,327.6
206,396.0
207,392.4
208,424.8
209,478.8
210,496.8
211,486.0
212,504.0
213,507.6
214,493.2
215,475.2
216,489.6
217,453.6
218,424.8
219,428.4
220,410.4
221,403.2
222,392.4
223,388.8
224,356.4
225,385.2
226,360.0
227,392.4
228,378.0
229,378.0
230,406.8
231,374.4
232,367.2
233,392.4
234,374.4
235,352.8
236,356.4
237,327.6
238,327.6
239,291.6
240,288.0
241,259.2
242,230.4
243,212.4
244,198.0
245,194.4
246,172.8
247,162.0
248,154.8
249,165.6
250,194.4
251,212.4
252,212.4
253,244.8
254,277.2
255,309.6
256,327.6
257,367.2
258,388.8
259,388.8
260,414.0
261,421.2
262,424.8
263,432.0
264,417.6
265,417.6
266,410.4
267,403.2
268,392.4
269,392.4
270,378.0
271,385.2
272,388.8
273,381.6
274,374.4
275,392.4
276,378.0
277,396.0
278,370.8
279,385.2
280,352.8
281,352.8
282,360.0
283,345.6
284,309.6
285,298.8
286,295.2
287,273.6
288,252.0
289,230.4
290,226.8
291,205.2
292,194.4
293,180.0
294,180.0
295,172.8
296,172.8
297,165.6
298,176.4
299,180.0
300,190.8
301,216.0
302,226.8
303,259.2
304,280.8
305,277.2
306,313.2
307,349.2
308,374.4
309,399.6
310,378.0
311,410.4
312,406.8
313,399.6
314,396.0
315,370.8
316,370.8
317,363.6
318,356.4
319,360.0
320,349.2
321,342.0
322,327.6
323,342.0
324,334.8
325,356.4
326,370.8
327,367.2
328,385.2
329,370.8
330,367.2
331,352.8
332,338.4
333,331.2
334,306.0
335,277.2
336,252.0
337,223.2
338,212.4
339,190.8
340,169.2
341,144.0
342,147.6
343,154.8
344,154.8
345,172.8
346,190.8
347,237.6
348,255.6
349,288.0
350,327.6
351,345.6
352,388.8
353,399.6
354,410.4
355,460.8
356,475.2
357,493.2
358,489.6
359,475.2
360,453.6
361,450.0
362,421.2
363,396.0
364,385.2
365,356.4
366,352.8
367,356.4
368,320.4
369,327.6
370,345.6
371,324.0
372,327.6
373,356.4
374,388.8
375,399.6
376,399.6
377,403.2
378,388.8
379,388.8
380,352.8
381,349.2
382,313.2
383,309.6
384,284.4
385,248.4
386,216.0
387,183.6
388,176.4
389,162.0
390,151.2
391,154.8
392,169.2
393,187.2
394,205.2
395,226.8
396,244.8
397,288.0
398,316.8
399,338.4
400,392.4
401,421.2
402,442.8
403,453.6
404,432.0
405,432.0
406,475.2
407,442.8
408,457.2
409,428.4
410,399.6
411,374.4
412,381.6
413,370.8
414,345.6
415,338.4
416,327.6
417,342.0
418,370.8
419,356.4
420,367.2
421,385.2
422,396.0
423,417.6
424,428.4
425,414.0
426,410.4
427,399.6
428,385.2
429,342.0
430,320.4
431,291.6
432,273.6
433,241.2
434,219.6
435,201.6
436,165.6
437,165.6
438,151.2
439,162.0
440,172.8
441,183.6
442,212.4
443,237.6
444,270.0
445,306.0
446,342.0
447,356.4
448,385.2
449,424.8
450,403.2
451,450.0
452,475.2
453,457.2
454,468.0
455,439.2
456,432.0
457,432.0
458,428.4
459,414.0
460,385.2
461,381.6
462,363.6
463,378.0
464,352.8
465,356.4
466,356.4
467,381.6
468,381.6
469,360.0
470,410.4
471,406.8
472,406.8
473,403.2
474,378.0
475,388.8
476,363.6
477,345.6
478,320.4
479,284.4
480,270.0
481,241.2
482,208.8
483,194.4
484,169.2
485,165.6
486,158.4
487,162.0
488,172.8
489,190.8
490,208.8
491,234.0
492,252.0
493,306.0
494,334.8
495,367.2
496,388.8
497,424.8
498,453.6
499,435.6
500,432.0
501,453.6
502,450.0
503,410.4
504,417.6
505,414.0
506,399.6
507,406.8
508,363.6
509,360.0
510,349.2
511,334.8
512,363.6
513,349.2
514,345.6
515,367.2
516,378.0
517,388.8
518,385.2
519,385.2
520,385.2
521,392.4
522,388.8
523,406.8
524,374.4
525,356.4
526,352.8
527,327.6
528,277.2
529,255.6
530,226.8
531,198.0
532,176.4
533,176.4
534,158.4
535,165.6
536,180.0
537,201.6
538,216.0
539,252.0
540,266.4
541,331.2
542,388.8
543,417.6
544,439.2
545,468.0
546,489.6
547,493.2
548,511.2
549,511.2
550,518.4
551,486.0
552,489.6
553,460.8
554,417.6
555,424.8
556,417.6
557,388.8
558,381.6
559,392.4
560,374.4
561,349.2
562,385.2
563,374.4
564,374.4
565,410.4
566,363.6
567,392.4
568,410.4
569,399.6
570,378.0
571,349.2
572,360.0
573,356.4
574,327.6
575,320.4
576,277.2
577,259.2
578,248.4
579,226.8
580,190.8
581,187.2
582,183.6
583,176.4
584,180.0
585,176.4
586,198.0
587,198.0
588,234.0
589,255.6
590,288.0
591,313.2
592,324.0
593,352.8
594,403.2
595,428.4
596,414.0
597,432.0
598,432.0
599,439.2
600,421.2
601,428.4
602,410.4
603,392.4
604,421.2
605,374.4
606,399.6
607,374.4
608,388.8
609,378.0
610,381.6
611,388.8
612,385.2
613,381.6
614,388.8
615,396.0
616,356.4
617,374.4
618,356.4
619,338.4
620,342.0
621,313.2
622,291.6
623,288.0
624,259.2
625,241.2
626,244.8
627,201.6
628,205.2
629,183.6
630,180.0
631,169.2
632,169.2
633,169.2
634,172.8
635,176.4
636,205.2
637,205.2
638,234.0
639,255.6
640,273.6
641,306.0
642,331.2
643,360.0
644,370.8
645,396.0
646,385.2
647,381.6
648,403.2
649,396.0
650,396.0
651,370.8
652,392.4
653,370.8
654,374.4
655,349.2
656,342.0
657,349.2
658,360.0
659,334.8
660,356.4
661,370.8
662,381.6
663,370.8
664,360.0
665,388.8
666,370.8
667,367.2
668,342.0
669,327.6
670,309.6
671,280.8
672,270.0
673,230.4
674,194.4
675,187.2
676,165.6
677,158.4
678,158.4
679,151.2
680,162.0
681,176.4
682,198.0
683,226.8
684,259.2
685,288.0
686,316.8
687,363.6
688,381.6
689,439.2
690,453.6
691,489.6
692,471.6
693,500.4
694,493.2
695,489.6
696,478.8
697,446.4
698,442.8
699,414.0
700,374.4
701,363.6
702,363.6
703,331.2
704,345.6
705,320.4
706,331.2
707,338.4
708,367.2
709,360.0
710,385.2
711,406.8
712,424.8
713,410.4
714,410.4
715,399.6
716,381.6
717,363.6
718,349.2
719,316.8
720,266.4
721,241.2
722,216.0
723,198.0
724,169.2
725,165.6
726,147.6
727,162.0
728,165.6
729,187.2
730,198.0
731,234.0
732,259.2
733,302.4
734,327.6
735,334.8
736,381.6
737,406.8
738,432.0
739,468.0
740,486.0
741,475.2
742,482.4
743,450.0
744,450.0
745,421.2
746,421.2
747,414.0
748,385.2
749,378.0
750,345.6
751,356.4
752,345.6
753,342.0
754,352.8
755,356.4
756,392.4
757,388.8
758,392.4
759,410.4
760,396.0
761,388.8
762,410.4
763,388.8
764,385.2
765,374.4
766,327.6
767,295.2
768,288.0
769,252.0
770,219.6
771,183.6
772,169.2
773,154.8
774,158.4
775,165.6
776,172.8
777,183.6
778,212.4
779,248.4
780,277.2
781,309.6
782,352.8
783,363.6
784,403.2
785,435.6
786,435.6
787,453.6
788,482.4
789,468.0
790,471.6
791,475.2
792,432.0
793,450.0
794,421.2
795,428.4
796,388.8
797,378.0
798,367.2
799,388.8
800,367.2
801,360.0
802,374.4
803,388.8
804,392.4
805,388.8
806,381.6
807,399.6
808,403.2
809,410.4
810,406.8
811,381.6
812,374.4
813,363.6
814,334.8
815,320.4
816,291.6
817,255.6
818,230.4
819,201.6
820,176.4
821,147.6
822,154.8
823,154.8
824,180.0
825,194.4
826,219.6
827,241.2
828,280.8
829,320.4
830,352.8
831,388.8
832,399.6
833,428.4
834,432.0
835,453.6
836,450.0
837,464.4
838,468.0
839,457.2
840,435.6
841,406.8
842,396.0
843,403.2
844,399.6
845,385.2
846,367.2
847,349.2
848,367.2
849,363.6
850,378.0
851,392.4
852,370.8
853,378.0
854,410.4
855,399.6
856,403.2
857,410.4
858,403.2
859,392.4
860,374.4
861,378.0
862,338.4
863,298.8
864,295.2
865,248.4
866,230.4
867,216.0
868,183.6
869,169.2
870,165.6
871,172.8
872,183.6
873,208.8
874,226.8
875,266.4
876,298.8
877,356.4
878,385.2
879,414.0
880,457.2
