Index,Value
1,-489.6
2,-435.6
3,-367.2
4,-367.2
5,-324.0
6,-331.2
7,-334.8
8,-331.2
9,-363.6
10,-414.0
11,-468.0
12,-514.8
13,-590.4
14,-637.2
15,-723.6
16,-792.0
17,-828.0
18,-896.4
19,-936.0
20,-943.2
21,-1015.2
22,-1018.8
23,-943.2
24,-968.4
25,-914.4
26,-874.8
27,-849.6
28,-810.0
29,-759.6
30,-723.6
31,-705.6
32,-687.6
33,-705.6
34,-730.8
35,-730.8
36,-759.6
37,-777.6
38,-792.0
39,-831.6
40,-820.8
41,-810.0
42,-810.0
43,-824.4
44,-748.8
45,-716.4
46,-698.4
47,-608.4
48,-565.2
49,-493.2
50,-446.4
51,-406.8
52,-374.4
53,-349.2
54,-331.2
55,-331.2
56,-342.0
57,-356.4
58,-403.2
59,-457.2
60,-514.8
61,-583.2
62,-633.6
63,-720.0
64,-759.6
65,-806.4
66,-846.0
67,-914.4
68,-925.2
69,-946.8
70,-928.8
71,-907.2
72,-882.0
73,-914.4
74,-874.8
75,-835.2
76,-820.8
77,-759.6
78,-752.4
79,-774.0
80,-716.4
81,-712.8
82,-770.4
83,-759.6
84,-806.4
85,-802.8
86,-820.8
87,-802.8
88,-860.4
89,-885.6
90,-831.6
91,-802.8
92,-810.0
93,-741.6
94,-691.2
95,-615.6
96,-561.6
97,-507.6
98,-424.8
99,-396.0
100,-363.6
101,-327.6
102,-331.2
103,-316.8
104,-352.8
105,-392.4
106,-428.4
107,-478.8
108,-554.4
109,-586.8
110,-684.0
111,-720.0
112,-784.8
113,-835.2
114,-864.0
115,-918.0
116,-968.4
117,-932.4
118,-946.8
119,-950.4
120,-928.8
121,-878.4
122,-846.0
123,-864.0
124,-849.6
125,-820.8
126,-799.2
127,-788.4
128,-792.0
129,-759.6
130,-730.8
131,-788.4
132,-806.4
133,-788.4
134,-831.6
135,-820.8
136,-864.0
137,-813.6
138,-795.6
139,-810.0
140,-763.2
141,-748.8
142,-691.2
143,-633.6
144,-568.8
145,-522.0
146,-460.8
147,-435.6
148,-378.0
149,-342.0
150,-334.8
151,-334.8
152,-363.6
153,-399.6
154,-424.8
155,-493.2
156,-579.6
157,-637.2
158,-698.4
159,-748.8
160,-784.8
161,-864.0
162,-914.4
163,-885.6
164,-896.4
165,-950.4
166,-889.2
167,-878.4
168,-882.0
169,-882.0
170,-838.8
171,-795.6
172,-806.4
173,-766.8
174,-766.8
175,-734.4
176,-759.6
177,-741.6
178,-792.0
179,-817.2
180,-799.2
181,-824.4
182,-838.8
183,-864.0
184,-831.6
185,-849.6
186,-784.8
187,-795.6
188,-756.0
189,-723.6
190,-712.8
191,-648.0
192,-568.8
193,-511.2
194,-460.8
195,-417.6
196,-374.4
197,-349.2
198,-352.8
199,-345.6
200,-385.2
201,-410.4
202,-471.6
203,-525.6
204,-619.2
205,-691.2
206,-784.8
207,-849.6
208,-918.0
209,-1000.8
210,-1033.2
211,-1051.2
212,-1029.6
213,-1047.6
214,-1112.4
215,-1036.8
216,-1000.8
217,-972.0
218,-918.0
219,-900.0
220,-828.0
221,-853.2
222,-813.6
223,-788.4
224,-810.0
225,-799.2
226,-781.2
227,-820.8
228,-813.6
229,-806.4
230,-831.6
231,-828.0
232,-831.6
233,-781.2
234,-806.4
235,-748.8
236,-752.4
237,-716.4
238,-694.8
239,-658.8
240,-586.8
241,-576.0
242,-504.0
243,-471.6
244,-446.4
245,-399.6
246,-374.4
247,-356.4
248,-367.2
249,-356.4
250,-399.6
251,-414.0
252,-486.0
253,-507.6
254,-572.4
255,-630.0
256,-691.2
257,-738.0
258,-774.0
259,-824.4
260,-878.4
261,-878.4
262,-889.2
263,-882.0
264,-878.4
265,-867.6
266,-856.8
267,-849.6
268,-831.6
269,-817.2
270,-842.4
271,-802.8
272,-795.6
273,-838.8
274,-810.0
275,-813.6
276,-824.4
277,-813.6
278,-781.2
279,-774.0
280,-774.0
281,-763.2
282,-709.2
283,-698.4
284,-673.2
285,-640.8
286,-612.0
287,-572.4
288,-529.2
289,-500.4
290,-482.4
291,-442.8
292,-414.0
293,-392.4
294,-367.2
295,-363.6
296,-356.4
297,-374.4
298,-345.6
299,-396.0
300,-406.8
301,-421.2
302,-478.8
303,-518.4
304,-572.4
305,-612.0
306,-658.8
307,-702.0
308,-741.6
309,-806.4
310,-842.4
311,-820.8
312,-842.4
313,-817.2
314,-817.2
315,-806.4
316,-795.6
317,-777.6
318,-770.4
319,-738.0
320,-734.4
321,-727.2
