Index,Value
1,46.8
2,28.8
3,28.8
4,32.4
5,28.8
6,39.6
7,32.4
8,32.4
9,28.8
10,32.4
11,36.0
12,36.0
13,43.2
14,39.6
15,46.8
16,54.0
17,36.0
18,50.4
19,43.2
20,50.4
21,64.8
22,54.0
23,43.2
24,61.2
25,39.6
26,50.4
27,39.6
28,46.8
29,43.2
30,39.6
31,46.8
32,32.4
33,28.8
34,36.0
35,39.6
36,39.6
37,54.0
38,36.0
39,64.8
40,32.4
41,64.8
42,39.6
43,54.0
44,43.2
45,43.2
46,50.4
47,43.2
48,36.0
49,25.2
50,28.8
51,25.2
52,28.8
53,25.2
54,28.8
55,25.2
56,32.4
57,25.2
58,32.4
59,36.0
60,39.6
61,46.8
62,28.8
63,32.4
64,43.2
65,46.8
66,39.6
67,57.6
68,61.2
69,57.6
70,36.0
71,57.6
72,57.6
73,32.4
74,57.6
75,57.6
76,54.0
77,64.8
78,50.4
79,54.0
80,28.8
81,46.8
82,57.6
83,46.8
84,46.8
85,54.0
86,43.2
87,50.4
88,43.2
89,39.6
90,61.2
91,46.8
92,54.0
93,36.0
94,46.8
95,36.0
96,50.4
97,36.0
98,28.8
99,36.0
100,28.8
101,36.0
102,28.8
103,28.8
104,36.0
105,36.0
106,36.0
107,39.6
108,36.0
109,28.8
110,43.2
111,54.0
112,36.0
113,43.2
114,28.8
115,50.4
116,54.0
117,57.6
118,61.2
119,54.0
120,43.2
121,54.0
122,46.8
123,72.0
124,54.0
125,39.6
126,39.6
127,68.4
128,50.4
129,43.2
130,25.2
131,46.8
132,43.2
133,46.8
134,50.4
135,43.2
136,46.8
137,39.6
138,43.2
139,57.6
140,61.2
141,39.6
142,46.8
143,36.0
144,50.4
145,36.0
146,32.4
147,43.2
148,28.8
149,32.4
150,28.8
151,36.0
152,28.8
153,36.0
154,36.0
155,32.4
156,43.2
157,43.2
158,43.2
159,50.4
160,54.0
161,36.0
162,50.4
163,46.8
164,43.2
165,46.8
166,43.2
167,64.8
168,57.6
169,36.0
170,25.2
171,39.6
172,43.2
173,43.2
174,28.8
175,50.4
176,46.8
177,39.6
178,46.8
179,32.4
180,43.2
181,21.6
182,72.0
183,57.6
184,39.6
185,57.6
186,36.0
187,36.0
188,57.6
189,32.4
190,36.0
191,57.6
192,39.6
193,36.0
194,36.0
195,36.0
196,36.0
197,25.2
198,28.8
199,28.8
200,43.2
201,32.4
202,36.0
203,46.8
204,28.8
205,36.0
206,32.4
207,46.8
208,39.6
209,54.0
210,43.2
211,14.4
212,28.8
213,64.8
214,64.8
215,57.6
216,82.8
217,50.4
218,36.0
219,46.8
220,39.6
221,46.8
222,43.2
223,43.2
224,50.4
225,57.6
226,46.8
227,50.4
228,43.2
229,46.8
230,43.2
231,50.4
232,36.0
233,50.4
234,39.6
235,43.2
236,50.4
237,32.4
238,36.0
239,36.0
240,39.6
241,28.8
242,32.4
243,36.0
244,28.8
245,39.6
246,32.4
247,32.4
248,21.6
249,25.2
250,39.6
251,36.0
252,32.4
253,50.4
254,39.6
255,43.2
256,39.6
257,32.4
258,50.4
259,28.8
260,32.4
261,43.2
262,39.6
263,39.6
264,43.2
265,54.0
266,50.4
267,64.8
268,46.8
269,43.2
270,46.8
271,54.0
272,46.8
273,46.8
274,39.6
275,46.8
276,50.4
277,64.8
278,28.8
279,39.6
280,32.4
281,39.6
282,46.8
283,54.0
284,46.8
285,46.8
286,43.2
287,39.6
288,36.0
289,32.4
290,39.6
291,32.4
292,32.4
293,28.8
294,28.8
295,32.4
296,25.2
297,32.4
298,32.4
299,32.4
300,39.6
301,25.2
302,28.8
303,32.4
304,39.6
305,32.4
306,43.2
307,43.2
308,46.8
309,46.8
310,43.2
311,46.8
312,54.0
313,43.2
314,43.2
315,57.6
316,50.4
317,50.4
318,57.6
319,43.2
320,39.6
321,46.8
322,36.0
323,54.0
324,28.8
325,39.6
326,43.2
