Index,Value
1,-187.2
2,-180.0
3,-147.6
4,-144.0
5,-140.4
6,-133.2
7,-122.4
8,-133.2
9,-158.4
10,-172.8
11,-187.2
12,-212.4
13,-237.6
14,-266.4
15,-280.8
16,-316.8
17,-342.0
18,-399.6
19,-378.0
20,-385.2
21,-421.2
22,-396.0
23,-381.6
24,-378.0
25,-374.4
26,-331.2
27,-338.4
28,-298.8
29,-324.0
30,-284.4
31,-284.4
32,-280.8
33,-273.6
34,-280.8
35,-288.0
36,-288.0
37,-313.2
38,-327.6
39,-316.8
40,-320.4
41,-313.2
42,-334.8
43,-352.8
44,-309.6
45,-291.6
46,-273.6
47,-255.6
48,-230.4
49,-219.6
50,-187.2
51,-162.0
52,-158.4
53,-136.8
54,-140.4
55,-144.0
56,-140.4
57,-147.6
58,-169.2
59,-176.4
60,-198.0
61,-226.8
62,-259.2
63,-284.4
64,-327.6
65,-306.0
66,-349.2
67,-367.2
68,-378.0
69,-381.6
70,-352.8
71,-360.0
72,-349.2
73,-345.6
74,-342.0
75,-331.2
76,-306.0
77,-298.8
78,-280.8
79,-298.8
80,-266.4
81,-284.4
82,-288.0
83,-309.6
84,-320.4
85,-302.4
86,-320.4
87,-320.4
88,-345.6
89,-342.0
90,-331.2
91,-331.2
92,-313.2
93,-302.4
94,-277.2
95,-255.6
96,-223.2
97,-198.0
98,-176.4
99,-165.6
100,-154.8
101,-140.4
102,-136.8
103,-133.2
104,-144.0
105,-154.8
106,-180.0
107,-194.4
108,-212.4
109,-248.4
110,-284.4
111,-288.0
112,-309.6
113,-331.2
114,-334.8
115,-370.8
116,-356.4
117,-367.2
118,-345.6
119,-370.8
120,-388.8
121,-352.8
122,-313.2
123,-345.6
124,-324.0
125,-320.4
126,-302.4
127,-295.2
128,-302.4
129,-302.4
130,-302.4
131,-313.2
132,-302.4
133,-316.8
134,-313.2
135,-334.8
136,-352.8
137,-352.8
138,-309.6
139,-316.8
140,-324.0
141,-295.2
142,-277.2
143,-273.6
144,-237.6
145,-201.6
146,-183.6
147,-176.4
148,-151.2
149,-136.8
150,-136.8
151,-126.0
152,-144.0
153,-162.0
154,-165.6
155,-187.2
156,-212.4
157,-252.0
158,-284.4
159,-306.0
160,-313.2
161,-334.8
162,-356.4
163,-356.4
164,-385.2
165,-352.8
166,-352.8
167,-356.4
168,-331.2
169,-334.8
170,-338.4
171,-324.0
172,-324.0
173,-313.2
174,-291.6
175,-295.2
176,-295.2
177,-316.8
178,-277.2
179,-331.2
180,-334.8
181,-331.2
182,-320.4
183,-309.6
184,-334.8
185,-334.8
186,-342.0
187,-316.8
188,-295.2
189,-298.8
190,-288.0
191,-270.0
192,-237.6
193,-208.8
194,-187.2
195,-172.8
196,-151.2
197,-136.8
198,-140.4
199,-129.6
200,-136.8
201,-165.6
202,-180.0
203,-212.4
204,-252.0
205,-273.6
206,-288.0
207,-342.0
208,-356.4
209,-396.0
210,-428.4
211,-424.8
212,-417.6
213,-428.4
214,-432.0
215,-410.4
216,-367.2
217,-396.0
218,-374.4
219,-356.4
220,-320.4
221,-320.4
222,-309.6
223,-306.0
224,-327.6
225,-313.2
226,-306.0
227,-313.2
228,-324.0
229,-324.0
230,-338.4
231,-324.0
232,-342.0
233,-313.2
234,-324.0
235,-306.0
236,-291.6
237,-284.4
238,-280.8
239,-262.8
240,-248.4
241,-234.0
242,-216.0
243,-194.4
244,-180.0
245,-165.6
246,-151.2
247,-144.0
248,-154.8
249,-158.4
250,-154.8
251,-158.4
252,-198.0
253,-208.8
254,-230.4
255,-259.2
256,-273.6
257,-288.0
258,-313.2
259,-334.8
260,-356.4
261,-331.2
262,-360.0
263,-349.2
264,-367.2
265,-352.8
266,-345.6
267,-345.6
268,-349.2
269,-320.4
270,-334.8
271,-324.0
