Index,Value
1,64.894
2,65.857
3,66.812
4,67.191
5,67.649
6,67.795
7,67.801
8,67.521
9,67.096
10,66.247
11,65.225
12,63.772
13,62.486
14,60.653
15,58.451
16,56.271
17,54.725
18,52.403
19,50.492
20,49.947
21,48.486
22,49.28
23,50.475
24,50.802
25,52.446
26,53.48
27,54.517
28,56.098
29,57.666
30,58.553
31,59.291
32,59.216
33,59.579
34,59.316
35,58.918
36,58.477
37,57.714
38,56.685
39,56.014
40,55.344
41,55.596
42,55.246
43,55.938
44,57.073
45,58.274
46,59.687
47,61.536
48,63.033
49,64.042
50,65.569
51,66.363
52,66.962
53,67.592
54,67.641
55,67.632
56,67.513
57,66.957
58,66.257
59,65.3
60,64.021
61,62.429
62,60.649
63,58.576
64,57.014
65,55.572
66,53.726
67,51.657
68,51.841
69,51.145
70,50.981
71,52.009
72,52.778
73,52.908
74,54.792
75,55.664
76,56.615
77,58.191
78,58.335
79,58.504
80,58.827
81,58.855
82,58.311
83,57.614
84,56.815
85,56.54
86,55.517
87,55.375
88,54.064
89,54.014
90,54.961
91,55.579
92,56.642
93,58.08
94,59.433
95,61.415
96,62.926
97,64.405
98,65.807
99,66.536
100,67.164
101,67.539
102,67.754
103,67.647
104,67.344
105,66.66
106,65.834
107,64.864
108,63.419
109,61.61
110,59.845
111,58.477
112,56.29
113,54.439
114,53.47
115,52.082
116,51.344
117,51.672
118,51.346
119,51.147
120,51.722
121,53.035
122,54.439
123,54.421
124,55.265
125,56.752
126,56.827
127,57.655
128,57.594
129,57.725
130,57.404
131,56.975
132,56.888
133,56.263
134,56.01
135,55.301
136,54.447
137,54.602
138,56.062
139,56.287
140,57.233
141,58.587
142,59.495
143,61.305
144,62.896
145,64.288
146,65.409
147,66.287
148,67.121
149,67.467
150,67.664
151,67.699
152,67.312
153,66.664
154,66.02
155,64.768
156,63.197
157,61.495
158,59.776
159,57.727
160,55.864
161,54.153
162,52.189
163,52.684
164,51.352
165,51.612
166,51.988
167,52.719
168,53.718
169,54.075
170,54.994
171,56.406
172,56.549
173,57.421
174,57.649
175,58.283
176,58.488
177,58.074
178,57.52
179,56.226
180,56.746
181,55.938
182,56.103
183,55.063
184,54.891
185,55.102
186,55.583
187,56.145
188,57.32
189,58.217
190,59.38
191,61.163
192,62.462
193,63.952
194,65.172
195,66.158
196,66.863
197,67.3
198,67.437
199,67.418
200,67.018
201,66.37
202,65.17
203,63.953
204,61.906
205,59.604
206,56.604
207,54.432
208,52.336
209,49.122
210,47.317
211,45.918
212,46.451
213,46.455
214,46.401
215,47.47
216,49.133
217,50.201
218,52.598
219,53.316
220,54.393
221,54.849
222,56.028
223,56.641
224,56.684
225,56.605
226,56.565
227,56.08
228,55.829
229,55.848
230,54.817
231,55.654
232,55.463
233,55.991
234,56.222
235,57.08
236,57.983
237,58.781
238,59.724
239,60.995
240,62.359
241,62.976
