Index,Value
1,66.305
2,67.017
3,67.703
4,67.962
5,68.299
6,68.381
7,68.401
8,68.205
9,67.903
10,67.289
11,66.545
12,65.536
13,64.612
14,63.287
15,61.671
16,60.173
17,59.094
18,57.401
19,56.037
20,55.689
21,54.621
22,55.137
23,55.948
24,56.103
25,57.364
26,58.138
27,58.917
28,59.965
29,61.176
30,61.809
31,62.336
32,62.278
33,62.554
34,62.335
35,62.029
36,61.658
37,61.204
38,60.549
39,59.854
40,59.509
41,59.543
42,59.499
43,59.932
44,60.692
45,61.61
46,62.541
47,63.895
48,64.976
49,65.759
50,66.813
51,67.381
52,67.813
53,68.254
54,68.305
55,68.292
56,68.188
57,67.817
58,67.303
59,66.587
60,65.644
61,64.535
62,63.315
63,61.845
64,60.702
65,59.69
66,58.387
67,56.85
68,56.936
69,56.458
70,56.422
71,57.086
72,57.667
73,57.721
74,59.004
75,59.675
76,60.319
77,61.454
78,61.525
79,61.665
80,61.993
81,61.968
82,61.548
83,61.11
84,60.55
85,60.274
86,59.605
87,59.522
88,58.606
89,58.643
90,59.171
91,59.641
92,60.37
93,61.474
94,62.388
95,63.853
96,64.864
97,65.961
98,67.007
99,67.496
100,67.945
101,68.207
102,68.373
103,68.298
104,68.055
105,67.57
106,66.99
107,66.31
108,65.243
109,64.014
110,62.693
111,61.73
112,60.229
113,58.882
114,58.193
115,57.068
116,56.546
117,56.793
118,56.558
119,56.472
120,57.011
121,57.798
122,58.813
123,58.748
124,59.384
125,60.506
126,60.545
127,61.076
128,61.037
129,61.183
130,61.055
131,60.564
132,60.537
133,60.107
134,59.922
135,59.453
136,58.964
137,59.082
138,59.974
139,60.151
140,60.87
141,61.801
142,62.437
143,63.787
144,64.837
145,65.872
146,66.692
147,67.307
148,67.925
149,68.154
150,68.299
151,68.321
152,68.052
153,67.566
154,67.108
155,66.242
156,65.05
157,63.862
158,62.622
159,61.147
160,59.829
161,58.689
162,57.32
163,57.551
164,56.647
165,56.787
166,57.147
167,57.557
168,58.302
169,58.606
170,59.345
171,60.289
172,60.397
173,61.019
174,61.111
175,61.568
176,61.753
177,61.459
178,60.944
179,60.2
180,60.476
181,59.919
182,59.933
183,59.176
184,59.169
185,59.305
186,59.716
187,60.063
188,60.818
189,61.617
190,62.46
191,63.615
192,64.618
193,65.633
194,66.526
195,67.209
196,67.721
197,68.067
198,68.146
199,68.126
200,67.819
201,67.381
202,66.497
203,65.64
204,64.258
205,62.527
206,60.42
207,58.825
208,57.321
209,55.081
210,53.844
211,52.944
212,53.233
213,53.115
214,53.014
215,53.74
216,54.827
217,55.829
218,57.611
219,58.061
220,58.859
221,59.092
222,59.944
223,60.423
224,60.405
225,60.36
226,60.313
227,60.055
228,59.781
229,59.797
230,59.111
231,59.7
232,59.633
233,59.902
234,60.148
235,60.675
236,61.343
237,62.036
238,62.604
239,63.574
240,64.501
241,64.987
242,65.889
243,66.564
244,66.997
245,67.483
246,67.791
247,68.0
248,67.987
249,67.913
250,67.593
251,67.169
252,66.514
253,65.83
254,64.829
255,63.708
256,62.553
257,61.47
258,60.04
259,59.616
260,58.17
261,58.038
262,57.566
263,57.919
264,57.988
265,58.178
266,58.926
267,59.318
268,59.2
269,59.754
270,59.54
271,60.203
272,60.025
273,59.635
274,60.283
275,60.149
276,59.846
277,59.991
278,60.019
279,60.352
280,60.674
281,60.842
282,61.74
283,62.361
284,62.954
285,63.693
286,64.185
287,64.799
288,65.621
289,66.034
290,66.467
291,66.983
292,67.334
293,67.547
294,67.834
295,67.859
296,67.956
297,68.001
298,67.954
299,67.664
300,67.372
301,66.955
302,66.391
303,65.651
304,64.869
305,63.972
306,63.099
307,62.15
308,61.035
309,59.998
310,59.52
311,59.408
312,59.037
313,59.607
314,59.862
315,60.057
316,60.616
317,60.947
318,61.343
319,61.524
320,61.968
321,61.951
322,62.033
323,61.558
324,61.408
325,61.18
326,60.682
327,60.824
328,60.307
329,60.173
330,60.632
331,61.488
332,61.75
333,62.813
334,63.746
335,64.537
336,65.402
337,66.205
338,66.893
339,67.564
340,67.93
341,68.269
342,68.321
343,68.35
344,68.188
345,67.826
346,67.299
347,66.402
348,65.61
349,64.292
350,63.269
351,61.462
352,59.946
353,58.686
354,57.472
355,56.125
356,55.207
357,54.753
358,55.103
359,55.088
360,56.02
361,57.001
362,57.913
363,59.386
364,59.872
365,60.656
366,61.642
367,62.051
368,62.391
369,62.643
370,62.409
371,62.066
372,61.504
373,60.955
374,60.331
375,59.213
376,58.968
377,58.955
378,59.36
379,59.606
380,60.353
381,61.342
382,62.528
383,63.66
384,64.744
385,65.823
386,66.581
387,67.299
388,67.812
389,68.103
390,68.275
391,68.218
392,68.004
393,67.694
394,67.19
395,66.486
396,65.448
397,64.564
398,62.689
399,61.953
400,60.21
401,58.911
402,58.104
403,57.249
404,56.247
405,56.536
406,56.172
407,56.815
408,57.019
409,57.722
410,58.644
411,59.657
412,60.228
413,60.674
414,61.14
415,61.833
416,61.99
417,61.853
418,61.414
419,61.081
420,60.337
421,60.11
422,59.14
423,58.406
424,58.785
425,58.81
426,58.639
427,59.488
428,59.855
429,61.233
430,62.28
431,63.672
432,64.799
433,65.798
434,66.671
435,67.487
