Index,Value
1,64.909
2,65.896
3,66.832
4,67.202
5,67.645
6,67.746
7,67.796
8,67.498
9,67.092
10,66.25
11,65.233
12,63.866
13,62.592
14,60.824
15,58.622
16,56.526
17,55.073
18,52.704
19,50.887
20,50.39
21,48.922
22,49.775
23,50.719
24,50.999
25,52.742
26,53.812
27,54.921
28,56.302
29,57.928
30,58.803
31,59.527
32,59.422
33,59.837
34,59.581
35,59.101
36,58.603
37,57.887
38,57.074
39,56.1
40,55.679
41,55.57
42,55.596
43,56.291
44,57.179
45,58.478
46,59.761
47,61.59
48,63.089
49,64.147
50,65.608
51,66.407
52,66.99
53,67.605
54,67.648
55,67.642
56,67.505
57,66.978
58,66.285
59,65.28
60,64.035
61,62.47
62,60.868
63,58.876
64,57.223
65,55.948
66,54.064
67,51.86
68,52.074
69,51.441
70,51.439
71,52.416
72,53.07
73,53.315
74,54.987
75,55.915
76,56.812
77,58.207
78,58.384
79,58.594
80,59.065
81,58.977
82,58.453
83,57.826
84,57.091
85,56.645
86,55.804
87,55.667
88,54.468
89,54.496
90,55.107
91,55.7
92,56.769
93,58.308
94,59.562
95,61.531
96,62.931
97,64.453
98,65.898
99,66.531
100,67.169
101,67.499
102,67.76
103,67.638
104,67.322
105,66.641
106,65.834
107,64.901
108,63.467
109,61.808
110,59.963
111,58.616
112,56.7
113,54.848
114,53.881
115,52.297
116,51.659
117,51.9
118,51.612
119,51.437
120,52.189
121,53.342
122,54.833
123,54.541
124,55.5
125,57.118
126,57.143
127,57.839
128,57.778
129,57.977
130,57.77
131,57.069
132,57.132
133,56.423
134,56.251
135,55.492
136,54.86
137,55.049
138,56.304
139,56.459
140,57.454
141,58.817
142,59.685
143,61.527
144,62.844
145,64.355
146,65.455
147,66.28
148,67.141
149,67.459
150,67.657
151,67.684
152,67.32
153,66.662
154,66.016
155,64.854
156,63.237
157,61.544
158,59.904
159,57.91
160,55.982
161,54.528
162,52.633
163,52.911
164,51.667
165,52.004
166,52.453
167,52.86
168,53.96
169,54.479
170,55.415
171,56.758
172,56.856
173,57.716
174,57.915
175,58.446
176,58.733
177,58.33
178,57.645
179,56.624
180,56.979
181,56.315
182,56.214
183,55.221
184,55.257
185,55.445
186,55.963
187,56.394
188,57.35
189,58.48
190,59.746
191,61.17
192,62.594
193,63.985
194,65.241
195,66.154
196,66.848
197,67.348
198,67.459
199,67.42
200,66.994
201,66.374
202,65.2
203,63.968
204,62.168
205,59.776
206,56.929
207,54.675
208,52.732
209,49.574
210,47.898
211,46.818
212,47.088
213,46.83
214,46.846
215,47.841
216,49.221
217,50.671
218,53.137
219,53.784
220,54.784
221,55.149
222,56.282
223,56.876
224,56.933
225,56.775
226,56.781
227,56.385
228,56.041
229,56.036
230,55.075
231,55.935
232,55.811
233,56.111
234,56.523
235,57.202
236,58.097
237,59.154
238,59.92
239,61.212
240,62.402
241,63.174
242,64.354
243,65.285
244,65.89
245,66.506
246,66.962
247,67.241
248,67.258
249,67.11
250,66.673
251,66.103
252,65.248
253,64.258
254,62.882
255,61.342
256,59.811
257,58.351
258,56.367
259,55.909
260,53.897
261,53.686
262,53.086
263,53.555
264,53.573
265,53.818
266,54.881
267,55.374
268,55.157
269,55.992
270,55.703
271,56.602
272,56.333
273,55.853
274,56.802
275,56.49
276,56.152
277,56.285
278,56.316
279,56.809
280,57.227
281,57.474
282,58.652
283,59.515
284,60.369
285,61.349
286,62.022
287,62.849
288,63.966
289,64.547
290,65.133
291,65.844
292,66.342
293,66.63
294,67.022
295,67.04
296,67.189
297,67.243
298,67.159
299,66.785
300,66.361
301,65.817
302,65.04
303,64.035
304,62.973
305,61.721
306,60.575
307,59.261
308,57.714
309,56.295
310,55.659
311,55.438
312,54.899
313,55.835
314,56.133
315,56.351
316,57.172
317,57.554
318,58.114
319,58.469
320,58.987
321,59.04
322,59.137
323,58.466
324,58.324
325,57.888
326,57.27
327,57.461
328,56.708
329,56.6
330,57.132
